X,F,G
"[4.932110690883153, 1.8405384261187094, 3.141344666536478]","[9.913993783538341, 51.94699419473514, 0.8229719718919783]","[-0.08600621646165862, -5.997346495611944, -5.96217506041202, -5.984140383233533, -6.215605853951812, -6.140476757710263, -6.076565522192651, -9.825429649875888, -9.687911290155107, -9.725857775584728, -9.927604143810726, -9.86818353414569, -9.75158263904503, -49.52970263883713, -48.880256019404975, -49.06440185211448, -49.78599593137121, -49.54713004401688, -49.148980142678596, -99.6733836245831, -61.57737394482533, -82.73081545501428, -98.50327910655743, -99.90667351961669, -99.99994934177296]"
"[3.581766067342189, 2.1966632604594984, 4.221344692367628]","[9.999774020169315, 52.56034197598088, 0.5406107655844574]","[-0.00022597983068450844, -5.974778979897847, -6.047341735915109, -6.062956856426587, -6.200175220430092, -6.180243246292343, -6.090468594434869, -9.849110891036922, -9.825458030609402, -9.818895150673848, -9.920335179756865, -9.916386911503654, -9.808155166162155, -49.5665605044354, -49.57511512361046, -49.78030055047869, -49.80484991019572, -49.88513260670737, -49.48479709003486, -99.78851600223274, -61.90534121912983, -82.79151507360973, -98.50638041377242, -99.90693555659496, -99.99995854324196]"
"[0.8838493569865286, 1.0010283791966055, 1.0]","[2.884877736183134, 71.4249370567144, 27.915335106089607]","[-7.1151222638168665, -4.960136629980169, -5.401488844819691, -5.261241836543696, -6.021857003392377, -5.810422665360274, -5.735987393794903, -6.7367116126916535, -7.744881930005168, -7.087498839285355, -9.17201856854283, -8.661504785107644, -8.238429362700222, -11.281027549876711, -34.617746231503645, -41.71030384304383, -42.74237450997282, -45.93768586076541, -31.023020961862006, -94.92789603689035, -55.680630857262614, -81.98234065508015, -98.45661511350518, -99.86205616690259, -99.999346738098]"
"[0.8633504107231, 1.0, 1.0]","[2.8633504107231, 72.67446203881966, 28.953557965777826]","[-7.1366495892768995, -4.916204783814501, -5.396623462645006, -5.229700508461968, -6.014004916626439, -5.795951853478213, -5.7342409164632855, -6.63721252989475, -7.678990790384709, -6.959140422902059, -9.143982183513028, -8.603446376495837, -8.226853546146863, -9.785229099933815, -35.302674262758245, -41.180912232365394, -42.484167132193846, -45.97675568414242, -30.88695202553378, -94.47540306166137, -55.47428888719318, -81.98159261270756, -98.45690340668051, -99.8595106124859, -99.9993324825919]"
"[2.0569376098470413, 1.0, 2.176593053065805]","[5.233530662912846, 53.019821892746585, 3.8425504031849487]","[-4.766469337087154, -5.725017081428347, -5.78552353068005, -5.850936303929146, -6.124964547166186, -6.076047021249183, -5.886280162673842, -9.542221780621173, -9.252083524976348, -9.379402553811975, -9.702820604115102, -9.705404163806435, -9.213225448403398, -48.0072318233636, -46.09625514127519, -47.54316743969915, -48.576087282446935, -48.76008392941414, -45.88925891343712, -99.28883694158073, -60.34706636723557, -82.50253014871748, -98.48578117864946, -99.91072325885911, -99.99985952920505]"
"[0.9004140572757382, 1.0008628774913213, 1.0]","[2.9012769347670595, 70.46104713687397, 27.170882767556936]","[-7.0987230652329405, -4.993933999807021, -5.404536271549121, -5.285542949635711, -6.0277443632406795, -5.821556425825192, -5.737094457764193, -6.811405700314097, -7.79097099250105, -7.183145227351874, -9.19283010067673, -8.704607167262097, -8.245949010320189, -12.40189269627112, -34.09245528549192, -41.49224502524473, -42.93135891839208, -45.58054818354992, -31.112117362189206, -95.26952862359482, -55.836921869425424, -81.98165485987386, -98.45632938388793, -99.86398931814841, -99.99935732870634]"
"[1.0644313048103689, 1.0012562294860696, 1.1607179531931389]","[3.2264054874895773, 62.6651159426634, 18.24373612755379]","[-6.773594512510423, -5.231181197451488, -5.524613479029335, -5.479414706017065, -6.060262414179852, -5.9095064355662235, -5.779700691404335, -7.730267014728632, -8.314091687489547, -7.959028915407487, -9.354209708973256, -9.059911032712604, -8.508071403826953, -26.791788993521777, -37.69555699191771, -42.954524404693146, -44.92379359934276, -46.385881696287484, -36.05070788285481, -97.17049312845566, -57.90191766516156, -82.14331466994273, -98.46573262859219, -99.88579257704205, -99.99951691369459]"
"[0.8009070643501839, 1.0, 1.0]","[2.800907064350184, 77.68568502898692, 32.92096333856948]","[-7.199092935649816, -4.761165297536386, -5.364950520029647, -5.117430877505761, -5.986269469385524, -5.744440808015119, -5.729499600197043, -6.273831501016918, -7.413333633769362, -6.489422434689016, -9.046022825087254, -8.390212716033487, -8.195416790779774, -4.365660157387509, -37.89968363834663, -39.26710352839061, -41.58980625315334, -45.10115615943723, -30.51390964397288, -92.76278008096415, -54.61525637764002, -81.96689916209706, -98.45657860680565, -99.84947046148044, -99.99928155423886]"
"[1.9510970012599629, 1.3561048483960232, 2.158705105029967]","[5.465906954685953, 54.10477091341464, 3.4001437032243977]","[-4.534093045314047, -5.7230433614561385, -5.847936059270238, -5.865178024094654, -6.145122068112936, -6.085866195394274, -5.957278098822225, -9.405353819186956, -9.419354508361605, -9.379999315535384, -9.758036031812683, -9.713283709485957, -9.408580787479652, -46.67864431181514, -47.30630189561947, -48.45162940547205, -48.89374009147254, -49.206280902073466, -46.95469348369343, -99.19675601540158, -61.0439625329149, -82.59422935035919, -98.49354637178904, -99.90668493783714, -99.99985242617771]"
"[2.6155761521877254, 1.6612901792997141, 3.1778924498589562]","[7.454758781346396, 52.887625000369304, 1.3120823714189283]","[-2.5452412186536044, -5.860630612672692, -5.973018577661261, -5.980856722092511, -6.169908748801216, -6.14284528068636, -6.025904643719291, -9.71678878620867, -9.693417179972508, -9.665017290478833, -9.854900398484553, -9.845905096174494, -9.659180159788157, -48.90320219284356, -49.0433991507595, -49.545918890809354, -49.52647806894535, -49.75846054090707, -48.78241886980258, -99.61734492332604, -61.66653059728221, -82.7285370127814, -98.50209236094753, -99.90821875997702, -99.99992447908365]"
"[1.4927224156583387, 1.0503135748618921, 1.71561446112543]","[4.258650451645661, 54.68338550088724, 7.1760295280064135]","[-5.741349548354339, -5.547956080326161, -5.734950590680396, -5.744721987770916, -6.100525559197475, -6.032983434956054, -5.86249804495235, -9.019801196990223, -9.06140210254172, -8.957984091487255, -9.590897685182748, -9.51969272000277, -9.026423442311092, -42.98548262497846, -44.69154402733027, -47.18285449567995, -47.62266192282817, -48.534441052251054, -43.665792506729545, -98.69988836164329, -60.38469140327393, -82.42496429742873, -98.4821030834745, -99.9080332232729, -99.99975730453637]"
"[0.9568700789034439, 1.00227795418631, 1.0]","[2.959148033089754, 67.81547592675302, 25.05883562392322]","[-7.040851966910246, -5.096533868740218, -5.4104427614035995, -5.349097390239438, -6.045613571239883, -5.846532237951147, -5.741232469973796, -7.031418299225983, -7.910217592118187, -7.462211931641634, -9.256470331395724, -8.829778859490617, -8.273660128707515, -15.727243687949027, -32.595794245693355, -39.21095773685468, -43.51332517826913, -44.5412345337121, -31.439396220819933, -95.96846475569815, -56.24378068882495, -81.97707580921715, -98.4554584175598, -99.86929244421351, -99.99938913392542]"
"[0.7752808997184015, 1.0, 1.0]","[2.7752808997184015, 80.32539026706934, 35.010308254752644]","[-7.2247191002815985, -4.686913113860772, -5.326553079209891, -5.063491413168681, -5.972795011205017, -5.719660008792685, -5.727427621715273, -6.033098889074131, -7.270547377674932, -6.255588725546477, -8.998462114978768, -8.283743170636958, -8.181800594975236, -1.6809974265293022, -39.20881915854983, -38.31796151800662, -41.15487443600307, -44.66604381437912, -30.352708992620638, -91.8864255157659, -54.1544919505958, -81.95104803843033, -98.45529920397215, -99.84424507275597, -99.99925644811788]"
"[0.8196185115207252, 1.0, 1.0]","[2.819618511520725, 75.99380226277714, 31.579951073180652]","[-7.180381488479275, -4.811148518607265, -5.380249777532215, -5.1537300441042815, -5.995275307071169, -5.76108409757039, -5.730953330144627, -6.393258920037308, -7.504345215862889, -6.6439080896900595, -9.077824467616432, -8.46048129481051, -8.205055823355517, -6.143093117828045, -37.04051828981741, -39.8954885126881, -41.88049277128434, -45.38874276539515, -30.62855830333743, -93.3325653691852, -54.90881097781535, -81.97422641304375, -98.4569960108675, -99.85284316423535, -99.99929821736976]"
"[1.2368772946842657, 1.0, 1.020057350318408]","[3.2569346450026737, 60.594118061577035, 19.422757360588893]","[-6.743065354997326, -5.428618771318104, -5.42229054446837, -5.43146796995634, -6.099142139304699, -5.880182706414428, -5.761601934545531, -7.713949822360689, -7.842451984305148, -8.092252611877205, -9.452356448069976, -9.084107265412259, -8.403493531144239, -26.24527938896196, -29.679672744396953, -33.92705264539168, -45.35376812255157, -42.16295231092272, -33.26934053247954, -96.85083540489103, -57.17245353777172, -81.97604260277402, -98.45679777739008, -99.88259836433049, -99.99949484752679]"
"[1.9292039904939526, 1.0, 2.055363773377596]","[4.984567763871549, 52.83022908426894, 4.414329160530778]","[-5.015432236128451, -5.6998055066207325, -5.771725518937288, -5.832203014305974, -6.12090970436546, -6.0675837560758215, -5.879320074598514, -9.480675526493744, -9.205970443057815, -9.313750715496731, -9.681296366145538, -9.676294452345127, -9.165873658887156, -47.30552029852271, -45.67516537380462, -47.307714496699504, -48.397598916183554, -48.63878322881054, -45.4038330220992, -99.18236511142943, -60.421241397645694, -82.47863708247792, -98.48459409283494, -99.91069931874004, -99.99984120957177]"
"[0.7928187400223201, 1.0, 1.0]","[2.7928187400223203, 78.47536706567722, 33.54710810093572]","[-7.20718125997768, -4.738441064447539, -5.353246455092223, -5.100947795840378, -5.98216083675843, -5.736868636822932, -5.72887528163577, -6.21903636438363, -7.370577563360058, -6.418491685541755, -9.03158108425599, -8.357938044190483, -8.191136152864344, -3.5511618853700497, -38.29548736562114, -38.97919798419094, -41.45735413014634, -44.9691093773752, -30.46356081708096, -92.49863924327599, -54.47761916195702, -81.96277553035311, -98.45627395637821, -99.84790244893377, -99.99927392978636]"
"[1.3314279217093479, 1.0032527459166567, 1.4904040522097386]","[3.8250847198357434, 56.10266005458262, 10.097463084110654]","[-6.174915280164257, -5.459344455079619, -5.6668076438973385, -5.671832889100646, -6.087387063634406, -5.99670096740892, -5.830178019550889, -8.684098718738724, -8.833425072964747, -8.684835702590195, -9.513063603902134, -9.3934491984032, -8.837804068272526, -39.290875687478604, -42.548495829651145, -45.85795900680132, -46.82089921027618, -47.863798309687496, -41.37523434281349, -98.29138620083592, -59.80025850590032, -82.32673338255303, -98.47625823911474, -99.9040661835991, -99.99968916695632]"
"[2.3332587618491147, 1.2319476258804196, 3.0900866584816202]","[6.655293046211154, 53.390413714567885, 1.8425226742012117]","[-3.3447069537888456, -5.795232867377604, -5.925140962448674, -5.950762900304762, -6.133425520503338, -6.128603005182952, -5.946172613312331, -9.643234341363485, -9.596676907768538, -9.589312667495324, -9.785285304124276, -9.811522299300707, -9.500133616042088, -48.99256069104674, -48.62456766348626, -49.44728363911023, -49.23479537123698, -49.694886146124645, -48.10696554173765, -99.59680517370681, -60.95795246331717, -82.69415433653951, -98.49738560597547, -99.91184871888467, -99.99991229595565]"
"[1.1097303904548896, 1.0, 1.2314697844775322]","[3.341200174932422, 60.98342404282567, 16.103503606961098]","[-6.658799825067578, -5.2783864077321985, -5.563796292241704, -5.521310820125736, -6.064919341882001, -5.930264519625238, -5.792131362839936, -7.96505763638519, -8.449264682476514, -8.12595725399631, -9.387599008764763, -9.137252379048228, -8.588400920289747, -30.17923252801046, -39.244340119906994, -44.055223487502985, -45.38264243359845, -46.93084884315428, -37.50260790915674, -97.50446075111368, -58.44107535519895, -82.19579282795576, -98.46883039192753, -99.89106932742696, -99.99955973813879]"
"[0.8379601314834831, 1.0, 1.0]","[2.837960131483483, 74.50315058592665, 30.3983036679153]","[-7.162039868516517, -4.857115726295187, -5.388256706820818, -5.187002017751036, -6.003501254003942, -5.776369431950954, -5.732376647410193, -6.501176966861635, -7.5837987292935365, -6.783486338272092, -9.106860023975901, -8.523897220800375, -8.214340963765762, -7.752185526273649, -36.26867560666466, -40.464112649004086, -42.145766981411015, -45.64871696442808, -30.73852735904711, -93.84177920952996, -55.1650052603715, -81.97872198814288, -98.4570952064577, -99.8558324786335, -99.99931333417955]"
"[0.9798146979074602, 1.0, 1.0011169699169071]","[2.9809316678243674, 66.80617039430955, 24.364710334277504]","[-7.019068332175633, -5.134113332317975, -5.41231127873434, -5.363251857962583, -6.051760591523605, -5.8524179597097294, -5.742470303190135, -7.111987135343689, -7.944285197729386, -7.557624528399913, -9.277894479861155, -8.872299962225677, -8.281516174550331, -16.94877286709354, -32.09936785616691, -38.45120442663449, -43.70894645940464, -44.195210698381146, -31.552320587318174, -96.18544657659733, -56.39734807750269, -81.97468231451556, -98.45522479572689, -99.8712974456587, -99.99940067714176]"
"[1.7778024970429884, 1.0, 1.6609034151355064]","[4.438705912178495, 53.01682464639783, 6.613867607933928]","[-5.561294087821505, -5.6702462975637005, -5.692962208157533, -5.740153108569423, -6.124875214104765, -6.024327412783983, -5.864505043979358, -9.206600402181863, -8.944811400857139, -9.106840677643486, -9.647554477794085, -9.575609160747238, -9.01633323789657, -44.78884604544074, -43.03394073926893, -45.05640422198393, -47.93023815872783, -47.55185129027055, -43.459625966283376, -98.76030762809248, -60.111227982703255, -82.37053520151451, -98.47984297109349, -99.90695727155463, -99.99978150590546]"
"[1.1428509630935162, 1.0, 1.0]","[3.142850963093516, 62.39835912839918, 21.19516345599649]","[-6.857149036906484, -5.34290025813762, -5.409521119659359, -5.407964441237855, -6.086210478442814, -5.869926840443609, -5.751618044769027, -7.502759778474328, -7.815768085254412, -8.001375315601601, -9.400585537674536, -9.0648412961754, -8.343690975827831, -22.96730453711777, -29.46664084681217, -34.335092419947756, -44.81954819350756, -42.32354632665232, -32.27464294702431, -96.66812130838004, -56.881379061904056, -81.95615850094968, -98.4547928793119, -99.87902346614744, -99.99945876071617]"
"[1.0768059679432358, 1.0141352117372298, 1.0696669774573284]","[3.160608157137794, 63.50340915140668, 19.933686558247175]","[-6.839391842862206, -5.256321280094359, -5.465662033990002, -5.441595008060392, -6.070445621978335, -5.887832885986668, -5.767325323322276, -7.5596947781671275, -8.133261687288304, -7.93925986439563, -9.367187706344872, -9.046007002332091, -8.431281146837865, -24.025268056456184, -34.077330752966134, -39.28842629223573, -44.77367379603433, -44.651828478465916, -34.21440673523066, -96.91773425434594, -57.272651883110676, -82.05542677300981, -98.46025570497088, -99.88049684322473, -99.99948069660029]"
"[0.9411401273739892, 1.0, 1.0]","[2.9411401273739894, 68.39555696695977, 25.609790964409296]","[-7.058859872626011, -5.0701291637940376, -5.409333608015287, -5.33924083771046, -6.04088421451382, -5.8424716855368715, -5.739666008440778, -6.975429969570815, -7.881252105051791, -7.390989620662453, -9.238969120938851, -8.797935430802093, -8.263009785140056, -14.87036883206926, -32.94332249453362, -39.77404859891428, -43.35008972760241, -44.79661638346562, -31.315980006687372, -95.82600284439917, -56.159153610942425, -81.97772780238658, -98.4556245860618, -99.86810742366235, -99.99938067720537]"
"[2.9141526729604355, 1.9529132796937365, 3.794396669609629]","[8.661462622263802, 53.106632014774725, 0.8559173720007875]","[-1.3385373777361984, -5.902140302719374, -6.026694907776527, -6.0105747267527745, -6.180518024086139, -6.156774518930202, -6.0609258429523845, -9.771372962402934, -9.780469000340359, -9.735113522146133, -9.887902556244068, -9.878835311520715, -9.750444449234065, -49.24896178276197, -49.47930412485342, -49.73125700994598, -49.69003746673504, -49.87829615926548, -49.24913377973875, -99.71600224733669, -61.85329669428335, -82.7743682436512, -98.50522803444446, -99.90720403582446, -99.99994269031927]"
"[1.2088145035977687, 1.010756746179891, 1.3355530083845866]","[3.5551242581622464, 58.63194297655347, 13.007854011007137]","[-6.444875741837754, -5.369686816597013, -5.612293676498505, -5.595502545676263, -6.077835801513108, -5.962349655737366, -5.812789379304391, -8.3138395640629, -8.642571017664508, -8.410428468136779, -9.454626117806905, -9.267484881721213, -8.716149194148436, -34.82307344103624, -40.81227078801791, -44.81998135101833, -46.14152114631639, -47.33537482085076, -39.46918540416674, -97.88150970131274, -59.10623232548658, -82.26020715791357, -98.47257531522331, -99.89738936526041, -99.99962316188298]"
"[1.029571968618625, 1.0, 1.0020548654533916]","[3.031626834072017, 65.11900249106635, 23.087833603471715]","[-6.968373165927983, -5.2070531218244795, -5.4136454120566535, -5.38502870932726, -6.063984397084133, -5.861239409683581, -5.745780220318678, -7.260263944004354, -7.910145412842201, -7.7336117667273925, -9.321615665171292, -8.950066528157992, -8.303448219332976, -19.215544071433868, -31.181263742634428, -36.99936989059282, -44.110082388173794, -43.53559067723032, -31.827566917445733, -96.53858214699723, -56.62273098838075, -81.9698041066313, -98.45492229997156, -99.87452232689893, -99.99942263651793]"
"[1.1702870972010935, 1.0, 1.2788554716347351]","[3.4491425688358284, 59.37784650184678, 14.376260747602535]","[-6.550857431164172, -5.338645606528107, -5.585891550535814, -5.569032485613777, -6.073759403782675, -5.94842643679274, -5.80176158531496, -8.168942077573671, -8.549697984778785, -8.300916429106865, -9.427349651587576, -9.216727896090985, -8.648080226231047, -32.88969413500183, -39.77313331794896, -44.11220554569168, -45.807788298635046, -46.982672509656965, -38.45138858054929, -97.70556717336352, -58.816375106190975, -82.22175549203737, -98.4702902078493, -99.8948590614513, -99.99959487361131]"
"[2.387490847515469, 1.3108910126219913, 2.7045399394781366]","[6.402921799615597, 52.63832981470463, 2.0518245117339453]","[-3.597078200384403, -5.815426592683396, -5.898855935965144, -5.941971436920287, -6.152830592910382, -6.12057961224883, -5.969817789558347, -9.66066897224286, -9.545589133979488, -9.578117833996009, -9.802636249017926, -9.803321190187923, -9.504455810663092, -48.63473541110261, -48.17017351433918, -48.959374131349136, -49.239103349588405, -49.46553508237539, -47.91543781495384, -99.51066096648877, -61.20287300916311, -82.65302364990441, -98.49656180144446, -99.90976943545225, -99.99990290586278]"
"[1.1000995510722489, 1.0, 1.1563777240059903]","[3.256477275078239, 61.698778713828, 17.627307023854282]","[-6.74352272492176, -5.275476066578179, -5.521197350234607, -5.496503778135789, -6.06838383521994, -5.914214783175467, -5.78115895599067, -7.811330722278777, -8.33761678763952, -8.062019917526335, -9.379885058259822, -9.105290937729809, -8.515093246858799, -27.84941068631271, -36.99691208189704, -41.973527738885096, -45.12479271421506, -45.936059683840995, -36.084236741068, -97.2663645061294, -57.996027615852455, -82.13277884270607, -98.46502166493028, -99.88712720600245, -99.99952818191005]"
"[1.2092720934605121, 1.0121447590385473, 1.1725637163197666]","[3.393980568818826, 59.64806282236957, 15.58444907488896]","[-6.606019431181174, -5.385277831975696, -5.527716457596227, -5.528718885029843, -6.088150227294112, -5.927398404454637, -5.793455130197162, -8.05294204174778, -8.344142795282098, -8.318452467541073, -9.452179888150928, -9.218272428346054, -8.584594110175125, -31.168440532551998, -36.46584829446287, -40.63352382681376, -45.77805472509725, -45.34389678468281, -36.95427597742918, -97.44606090953774, -58.27287319675427, -82.1405338038482, -98.46579419819865, -99.89040283879756, -99.99956827177674]"
"[1.2617249489342042, 1.0, 1.5157754191930328]","[3.777500368127237, 56.93561100131808, 10.636589623918752]","[-6.222499631872763, -5.403967692741115, -5.680571071395179, -5.634049708226745, -6.074110848043277, -5.98241755043343, -5.8253141752182245, -8.600520272800452, -8.829520077706231, -8.568526924135682, -9.4784964637119, -9.342995714325582, -8.826971354053141, -38.44689946084628, -43.40886502982773, -46.806128384223186, -46.61075972497984, -48.39905265242395, -41.39703548645322, -98.26634472223617, -59.826209970912785, -82.34706190873051, -98.47734395796995, -99.90445248739407, -99.9996774507512]"
"[1.0509406164579487, 1.00227795418631, 1.0662384634836075]","[3.1194570341278665, 63.85961645884938, 20.674174680908582]","[-6.8805429658721335, -5.225784704074968, -5.462766418467791, -5.432423282614758, -6.0643469327562975, -5.88401926491215, -5.762314328958959, -7.490992424986345, -8.131846401099224, -7.858219271541777, -9.342242406097563, -9.009920807667724, -8.400054270208878, -22.981445092829887, -34.14160262893179, -39.645939533140904, -44.53011642955698, -44.80574309968742, -33.83152262503529, -96.8634127599738, -57.217735513017566, -82.04829366352298, -98.45983141800922, -99.87978444406149, -99.999468217002]"
"[0.828096314887453, 1.0, 1.0]","[2.828096314887453, 75.28542415611307, 31.01832674991843]","[-7.171903685112547, -4.832801808991871, -5.3841640985962265, -5.1693676879745745, -5.999157195725546, -5.768272124291782, -5.731616462971078, -6.444210901435341, -7.542273402297485, -6.709826988477669, -9.091539748589202, -8.490428643589032, -8.209439016215935, -6.902427112808709, -36.67553746674821, -40.16397581896226, -42.005411889898255, -45.51141842656605, -30.679680205905445, -93.57419468767004, -55.03114919054387, -81.97656028281861, -98.45707310573809, -99.854261854671, -99.99930534704859]"
"[4.606256544614901, 1.6268667134537262, 2.7013888887814486]","[8.934512146850075, 52.048629117969796, 1.2254178875778379]","[-1.065487853149925, -5.950114133166151, -5.913863649757028, -5.936533596465352, -6.2086467764844, -6.1178922893988235, -6.050290953733176, -9.764392863700829, -9.585989206858912, -9.631306922691026, -9.910127272156172, -9.822997511195863, -9.680577151772674, -49.27378301132557, -48.285696455187704, -48.53921950260137, -49.69628040508259, -49.29470802505256, -48.73746538272149, -99.5597437349425, -61.37741491915446, -82.68711049732335, -98.50090304659014, -99.90615382428442, -99.99993329051395]"
"[1.2605988194946534, 1.0119664121483374, 1.387789109081193]","[3.660354340724184, 57.57132926202562, 11.765230793159951]","[-6.339645659275816, -5.410964056608503, -5.632430689950201, -5.628733887063569, -6.083411176830897, -5.975812050090492, -5.821022399641413, -8.465604349816378, -8.720175750340397, -8.531910310856183, -9.482754145736878, -9.322905636100714, -8.768126423056936, -36.71000768424146, -41.41888105629515, -45.101415845901414, -46.44728023276815, -47.485800411763506, -40.25054585492539, -98.04315590739174, -59.382646301934564, -82.2854798824238, -98.47403119262269, -99.89997534590992, -99.99965028627608]"
"[1.241144781119697, 1.0, 1.370215815037333]","[3.61136059615703, 57.69681151728184, 12.259599522613225]","[-6.38863940384297, -5.3967347931607526, -5.62444497678387, -5.618539665290862, -6.0803284401807485, -5.971550648240864, -5.8150790622915025, -8.4195988090266, -8.68656159987422, -8.487432619394824, -9.467936650403033, -9.302577917725188, -8.736310422251531, -36.120045604779335, -41.12329093032517, -44.96426735357582, -46.298298324121745, -47.41249630310172, -39.86981820397282, -97.98906569995371, -59.315226793822475, -82.2713352085853, -98.47313184289499, -99.89961487819055, -99.999640400886]"
"[0.9104913620401529, 1.0, 1.0]","[2.910491362040153, 69.87861382557983, 26.760217520870516]","[-7.089508637959847, -5.013846391193111, -5.406074072350962, -5.29995061598739, -6.0311442383415335, -5.828161608291289, -5.737592726685119, -6.85464508082768, -7.815883084569691, -7.238026683516146, -9.204486711560225, -8.729276638429596, -8.249164487287524, -13.04840218629866, -33.77787322450598, -41.03351524004526, -43.03618952504624, -45.370841849729885, -31.151389359236866, -95.4697347679442, -55.93043163260607, -81.9806581469524, -98.45613760218461, -99.86514046907072, -99.99936335243996]"
"[1.714212144134128, 1.0, 1.8363869477311505]","[4.550599091865278, 53.0567605064068, 5.7971024123716814]","[-5.449400908134722, -5.6413037359386, -5.739895242524026, -5.788672005067128, -6.112933245653083, -6.047872325829459, -5.865100283297861, -9.295320890612857, -9.100688361057408, -9.159875519578076, -9.636394517905803, -9.607294657395782, -9.066554097917987, -45.52071695101267, -44.69101189220494, -46.73999160941791, -47.99512296930513, -48.34794446144991, -44.294087713542076, -98.9383393108382, -60.408851128613655, -82.42830250881957, -98.48199611510807, -99.9098814875256, -99.99980020970791]"
"[0.9929060304579144, 1.0, 1.0025634971200341]","[2.9954695275779484, 66.31437093627754, 23.959451957197622]","[-7.004530472422052, -5.15407937967416, -5.413812807838358, -5.370606947919512, -6.055062034692933, -5.855481370039294, -5.743645838106117, -7.1571627863004394, -7.947883436333749, -7.608935800871813, -9.290070559768884, -8.895131615424582, -8.289068701689414, -17.645197782299277, -31.906504015513804, -38.10769465541864, -43.82565546194928, -44.04042427678229, -31.664889098826748, -96.298008740053, -56.474619865566915, -81.97497939990333, -98.45521854555629, -99.87231480797351, -99.9994075495588]"
"[1.1955185294907618, 1.0068237250540588, 1.5070474674366827]","[3.7093897219815033, 58.26384304721399, 11.584139482916788]","[-6.290610278018496, -5.344663563186668, -5.681876160279527, -5.59032068931887, -6.062610995466003, -5.962389708611536, -5.8217534324645674, -8.462218542529309, -8.779860887040405, -8.420476661195535, -9.444297367043783, -9.276742859440489, -8.810225089544186, -36.99116083123071, -43.95680359934899, -46.309786296543216, -46.35996083594937, -48.32281366201512, -41.213535485379694, -97.94634469845742, -59.68247517191543, -82.35818998527304, -98.47837683213075, -99.90315641744525, -99.99965717245671]"
"[0.8564242774700659, 1.0, 1.0]","[2.856424277470066, 73.14854523583935, 29.32729091665923]","[-7.143575722529934, -4.9006208715376784, -5.3946190875944975, -5.2184440863095745, -6.011244843725686, -5.7907768523249965, -5.7337297216589285, -6.601543438706894, -7.654573328623801, -6.913177605399921, -9.134178801191414, -8.582618304012668, -8.223538689898756, -9.25159753599874, -35.555156804174715, -40.99304730351113, -42.39496997128174, -45.890683970013214, -30.84689292836397, -94.31043236865565, -55.394875657973344, -81.98113762117603, -98.45698550256824, -99.8585566732532, -99.99932745087273]"
"[3.93746071549138, 1.5006718866635913, 2.602837545521981]","[8.040970147676953, 52.07853746221374, 1.4868599185912614]","[-1.959029852323047, -5.937816580687484, -5.893448742451013, -5.921603131829341, -6.19930107181529, -6.110561245960748, -6.029621010012872, -9.745773134330731, -9.54076094467614, -9.599423435037655, -9.889869629605519, -9.807200200028397, -9.628404186368833, -49.16781071486628, -48.003089474385604, -48.348688439332285, -49.603868738696775, -49.199610367844414, -48.45788014159451, -99.52347028959629, -61.25207955263143, -82.66304438547259, -98.49928365423992, -99.90656891958893, -99.9999252048682]"
"[1.3786411877036255, 1.0, 1.8082884687349527]","[4.186929656438578, 55.0475177079251, 7.7525844024847075]","[-5.813070343561422, -5.475949171695822, -5.7602679239150785, -5.699998871912664, -6.074064525510402, -6.012960935491741, -5.840396768308346, -8.965886413671836, -9.065261144665907, -8.8173125433643, -9.530062752373022, -9.45937565635412, -8.979384069849713, -42.530588004044255, -45.73615637207458, -47.50277795866937, -47.31094224891186, -48.86773732703987, -43.59678345782146, -98.7160334281302, -60.541287353895, -82.4495882008479, -98.48267983365328, -99.91177167932243, -99.9997463966317]"
"[1.1869626312030979, 1.0, 1.320076275286249]","[3.5070389064893472, 58.85628416115956, 13.574856765535767]","[-6.492961093510653, -5.351394243789766, -5.604964967753956, -5.581961458805157, -6.074057211489427, -5.957684628547186, -5.80697307726248, -8.258422316195531, -8.60711797793079, -8.355600665743706, -9.437591497230716, -9.242570831401336, -8.684554824198793, -34.09879999848057, -40.57624629886614, -44.76954161677486, -45.97281690591201, -47.30171469647705, -39.081236284480354, -97.82263641025077, -59.03151342103476, -82.24761185800638, -98.47177852808875, -99.89685876437197, -99.99961205161395]"
"[4.5925842638926495, 1.687594306560998, 3.3392354795514763]","[9.619414050005123, 52.30390731176738, 0.809831037305769]","[-0.3805859499948774, -5.980982658874629, -5.963700602632174, -5.993347061803212, -6.2078448360732965, -6.144478961833152, -6.064872586341377, -9.854311782461748, -9.696453432340194, -9.743091779762807, -9.918128480720375, -9.87590285888024, -9.736360786542098, -49.66182593756182, -48.9394532505652, -49.155691992002694, -49.762085967766595, -49.58868364139931, -49.13453086772841, -99.705933422481, -61.378290058897456, -82.73022771504851, -98.50294382058684, -99.90773735076759, -99.99995275566377]"
"[3.2453333988177495, 1.5561722166591787, 2.9343359217900487]","[7.735841537266977, 52.236911671751976, 1.278785119654759]","[-2.2641584627330227, -5.932893867567613, -5.93050895272146, -5.9661679461961326, -6.188554633444059, -6.131533169606252, -6.028354196247261, -9.779572221918723, -9.627020593700212, -9.699148550990259, -9.877441979200713, -9.854136558288607, -9.647369024119529, -49.238542528436085, -48.54782178006074, -48.95033324464962, -49.58461254455994, -49.4816046177504, -48.663705697721454, -99.6147786924537, -61.37854741547512, -82.69456792544585, -98.50038501239735, -99.90768966123169, -99.99993124750694]"
