X,F,G
"[17.396684666880084, 11.522365592810797, 7.933110522909168, 8.448195972752224, 3.5763762425128376]","[48.87673299786511, 113.32178001067697, 0.1981028066589719]","[-1.123267002134888, -5.9519294287408995, -6.175239235956856, -6.090623756031419, -6.014329681751387, -6.093449805766459, -5.644391288849831, -9.826499746939293, -9.97492837417478, -9.929077350591905, -9.862164944814502, -9.924291489220776, -9.669418698836235, -49.62880818436266, -49.9897499138598, -49.91643343045182, -49.69846462967579, -49.8115668582516, -49.187194040767395, -99.84654042545968, -56.05807598362516, -82.86895668285976, -98.47909808163489, -99.70097520359514, -99.9999720084329]"
"[3.262888004250519, 2.178756088188934, 2.0430727741201014, 2.454714745792778, 1.1925301694838093]","[11.131961781836141, 127.01093488089083, 9.356425431215769]","[-38.86803821816386, -5.327110340825707, -5.716902176533353, -5.279299168213429, -5.077169566308249, -5.531426592390753, -3.8368781622867854, -8.366448080917774, -9.49340190806789, -8.601088335523649, -8.637631699312433, -9.028851179739577, -5.716268481221087, -38.834560748624426, -49.38091459575665, -44.81325771615195, -43.103645861583715, -43.190934942120464, -19.959894766678673, -98.5518159274595, -54.43073600639419, -82.69664789808793, -98.3893459686691, -99.70823247726176, -99.99955159855823]"
"[6.283488972474159, 4.385198543880905, 4.112713556250013, 3.702489940581049, 2.731816503378609]","[21.215707516564734, 123.40649758745177, 1.243973058953594]","[-28.784292483435266, -5.8771460065016585, -5.989411600846829, -5.81283378725808, -5.723412688680127, -5.905487575309463, -5.014751592680009, -9.66967048236256, -9.859792675418015, -9.625553181204829, -9.65685028065709, -9.733534534176513, -8.789315786842058, -48.93605426726572, -49.92465171009714, -49.22262475574017, -49.247641290131256, -49.151633597700034, -46.20170767799658, -99.72154078554748, -55.19878079081215, -82.83829975473934, -98.45943784402029, -99.71017779325904, -99.99987202112486]"
"[12.042145243211888, 8.283371349632658, 8.206666017863968, 5.813385535394593, 5.921549434953906]","[40.26711758105701, 125.90763193415447, 0.1808980982049676]","[-9.732882418942992, -6.0976438188508055, -6.125258271380294, -6.045718141170724, -5.9955770085015185, -6.087112879442218, -5.578888606924873, -9.928694389885028, -9.958296214032597, -9.893925780065524, -9.906632961602883, -9.92329661457449, -9.642788357181276, -49.890574791052224, -49.97904211400345, -49.878085124032324, -49.90319283264272, -49.881948014850295, -49.4623465882859, -99.94429868441145, -54.84212544815454, -82.86955979302668, -98.47452496386536, -99.7109846857428, -99.99996026460781]"
"[2.4857833555201556, 2.4954428922874707, 2.0428944901538717, 1.5789100067630182, 1.4106689215321337]","[10.01369966625665, 129.77942378970968, 11.418317647978267]","[-39.98630033374335, -5.505902672795235, -5.606958632209427, -5.325599046290219, -5.019219656138344, -5.523878152931707, -3.5735958482513666, -8.69648543713927, -9.325101065078863, -8.354432095861812, -8.411732928225234, -8.931745798275708, -4.553473987327889, -41.38679253079154, -49.2110658974177, -42.64764289204628, -43.892412432166125, -43.209372564701134, -16.19728970731692, -98.77677221360192, -53.33343155433265, -82.60646160309477, -98.37665736230967, -99.69870933621672, -99.99941335447286]"
"[11.067320931128956, 10.479605433331942, 10.587715880661047, 10.06968914057688, 7.468658345608907]","[49.67298973130773, 142.6774948364096, 0.0892664692374211]","[-0.3270102686922698, -6.135402652381509, -6.124425679624526, -6.0381855716953625, -5.970435855600546, -6.140246856029731, -5.730964786915467, -9.951353381027197, -9.96616872614347, -9.925210726870564, -9.915779076340504, -9.96622681051957, -9.801550879262527, -49.93797645102035, -49.99118285577775, -49.94341757075451, -49.97713409623187, -49.96058148022234, -49.77590739165801, -99.93597282548807, -55.09365314472202, -82.8693790618082, -98.47539869061185, -99.70198104456124, -99.99997883971108]"
"[17.289176546388415, 12.237088324373882, 7.6665762370744375, 8.389986350918663, 4.366460017514927]","[49.94928747627032, 114.05268693797034, 0.15104186111309492]","[-0.05071252372967905, -6.021095143721459, -6.176207633138819, -6.090138698516934, -6.050681600925097, -6.092551519398141, -5.689621434470118, -9.87902800420469, -9.974101059439434, -9.929572408895238, -9.901945364186629, -9.933098215950398, -9.715888034575856, -49.775529753124204, -49.9901652222683, -49.92451952935938, -49.813611978602204, -49.866962085860585, -49.43528963256678, -99.89512877181761, -56.12121097392294, -82.86308570159179, -98.47824593056559, -99.69664828586858, -99.99997338289542]"
"[15.466032685941512, 10.536096463732113, 6.9818479457774085, 7.433455706612103, 1.665257150690247]","[42.08268995275338, 111.16328783791573, 0.9030193638235371]","[-7.917310047246623, -5.419007441079037, -6.155584733557623, -6.067625367293254, -5.636188264809428, -5.996104727951086, -5.000352169075327, -9.26010056984991, -9.93126677722438, -9.905964989163362, -9.426644271533297, -9.723591700400945, -8.77368543594617, -47.126312870132566, -49.774727333703794, -49.77489171595265, -47.746830312183405, -48.86496586236909, -44.988485507543594, -99.3253639508138, -56.249058622816335, -82.87189824567965, -98.48759475598827, -99.70483951838868, -99.99992156108918]"
"[2.096052721646116, 2.1883384649636133, 1.5856375210709535, 1.383520372899204, 1.5631388255134036]","[8.816687906093291, 134.24512692498163, 16.09165216087666]","[-41.18331209390671, -5.582322711586506, -5.505736859248607, -5.095446938623022, -4.843890228453773, -5.357924497331789, -2.9135902990575366, -8.814774321435735, -9.089127687520826, -7.614588875220095, -7.839969759999082, -8.593195282467676, -2.9103222368309423, -42.18769396816198, -48.58475719440504, -38.68354940752093, -46.395303794637776, -41.68048381779265, -8.418679908653793, -98.02611987555679, -52.918775096722605, -82.48505450764125, -98.34093711484397, -99.69287546955785, -99.99921443693671]"
"[5.063350902359399, 2.1664161226050416, 2.426161744990084, 1.9211958249802465, 1.9982165149870545]","[13.575341109921826, 126.53898632307222, 5.3361914846135665]","[-36.42465889007818, -5.728074204595762, -5.820139725003844, -5.51483836396337, -5.435319512811682, -5.604178770445464, -4.027310574039924, -9.392625000463966, -9.609404639955876, -8.908846675466052, -9.126276533523967, -9.155132886251891, -6.502104447702554, -47.32763587589326, -49.29457010114102, -46.18681800516504, -47.49760452582542, -46.14940686712393, -34.27773410081444, -99.54287679325101, -54.561862632543146, -82.77948647004291, -98.4254356771733, -99.7134063901132, -99.99960491660124]"
"[2.5959591257844363, 1.5917937670751925, 2.2440220002922184, 1.7966343662670679, 1.0753313258125248]","[9.303740585231438, 138.68930272001555, 15.189537628032525]","[-40.69625941476856, -5.231165318119862, -5.4764135116932255, -5.065427578933389, -4.618865910772155, -5.51411433062218, -3.4868698783637377, -7.967015458878766, -9.107061808063497, -8.04664441212813, -7.798501673673274, -8.78413672112378, -4.009425803433491, -34.3001135388447, -48.788991253502985, -41.32748680022081, -40.46877018356858, -40.092936848969174, -2.767486980451956, -98.19217937998704, -52.53859910135996, -82.55508322280568, -98.30720410025958, -99.706985569028, -99.99937554205141]"
"[2.698024114915463, 2.617050716537356, 2.2791036674824365, 1.6518333867010426, 1.5931757950773713]","[10.83918768071367, 131.2663152565763, 8.878338837895626]","[-39.16081231928633, -5.596640202434873, -5.648754236003464, -5.394780516332594, -5.096563225337722, -5.592372720933901, -3.7529259454735158, -8.971811569763418, -9.410320145671964, -8.583835850877776, -8.623892707168011, -9.095083044928765, -5.337482050299642, -43.925743329597864, -49.31412197148971, -44.166864261914604, -45.647825058710055, -44.86088744243967, -24.12501399709896, -98.94723678185201, -53.37741970166701, -82.64977943957965, -98.38881630366636, -99.70150231106626, -99.99949097075584]"
"[2.3320947472577367, 2.5048550083176404, 1.6012569343332197, 1.6214646423864714, 1.5190010022128604]","[9.578672334507928, 129.40957550960258, 12.789528435248815]","[-40.42132766549207, -5.559584488535394, -5.599852091162967, -5.211445934404825, -5.0286408263581, -5.3914096383106, -3.2885019127532518, -8.78672212015398, -9.275731356152955, -8.01897916638503, -8.265501035687786, -8.759712488209024, -4.051650140829793, -42.08745177539282, -48.933855209072235, -41.25828993646476, -45.77192052481593, -42.72116722124055, -15.401760110832328, -98.40044738922292, -53.80284261379391, -82.56791471446552, -98.37369595357644, -99.68925403807775, -99.99935481745594]"
"[4.812418229039478, 2.6903316000181756, 1.9904842235144926, 2.433247440190627, 1.0145796888740843]","[12.941061181636858, 117.3602744532201, 9.515094502305264]","[-37.058938818363146, -5.121007703788109, -5.870435916427152, -5.497800511746126, -5.304312975226543, -5.53874567957607, -3.935330655762914, -7.834761885418793, -9.6577986094178, -8.927520007885883, -8.306740964396084, -8.963970370946242, -5.70417408848903, -33.572112784165654, -49.55098793908347, -45.63614612767111, -37.141954977438104, -41.15155393609274, -12.72838273592808, -98.08531599566975, -55.71797899722691, -82.78334353932922, -98.43616837455971, -99.70223507363906, -99.99960440680766]"
"[13.509705999424646, 9.867732508940259, 6.405336000915949, 7.6214450181968525, 2.234506096624239]","[39.638725624101944, 112.99110344747216, 0.5359888241121339]","[-10.361274375898056, -5.706380847883199, -6.15280887788512, -6.046194652431085, -5.847144404704815, -6.046880582800503, -5.377714331991701, -9.577383869485093, -9.960993387265995, -9.896047891793085, -9.671669409885942, -9.834863983181188, -9.270744210351825, -48.67549480381523, -49.91611378260219, -49.828516299862954, -48.96336081111618, -49.42918583057168, -47.503089589636836, -99.61781127424616, -56.22751368549159, -82.87095562635594, -98.47977833773804, -99.69899784793641, -99.99995156516822]"
"[14.38240813127058, 11.506831724333047, 9.14342098560106, 7.971656040170995, 4.863625502379584]","[47.86794238375527, 117.94521442339816, 0.13524669926233654]","[-2.1320576162447296, -6.051026112605023, -6.160858631778626, -6.09268243698429, -6.0362503967097885, -6.1138749897139935, -5.709013647923359, -9.90022722764915, -9.973918730497555, -9.931093095838815, -9.919083882475407, -9.941680461565952, -9.73284781696141, -49.828850683224594, -49.99230681606782, -49.92819786929221, -49.85981835246333, -49.89413253151149, -49.5257017048478, -99.91409235855345, -55.42655746416973, -82.87108027775813, -98.4773412161976, -99.70158830884567, -99.99997382400262]"
"[14.703534877825991, 9.687634248118526, 6.381451997137115, 6.11805524874257, 1.3859286070859702]","[38.27660497891017, 111.84590231474026, 1.484595236873274]","[-11.723395021089829, -5.238988252297775, -6.12919343900893, -6.0461932584194615, -5.5068293884445945, -5.934526478916991, -4.727127951672669, -8.932554321989528, -9.900826803219271, -9.881464590141869, -9.173712958620714, -9.60282755691883, -8.237467422804974, -45.03565140119588, -49.61034849304443, -49.63569074324579, -46.0876488915345, -48.052995189590035, -41.387052774572915, -99.02535576687293, -56.155687173422905, -82.87035724377836, -98.48852153475914, -99.70683584114478, -99.99988713102783]"
"[6.080043891177743, 6.053333251545202, 5.086622440581221, 4.647434461078486, 4.3522780828821155]","[26.219712127264767, 134.9661031151483, 0.5956487969297964]","[-23.780287872735233, -6.029999665619522, -6.0084206366875925, -5.8669184260043235, -5.762302402667224, -5.991940716870598, -5.206405093057382, -9.850150632634069, -9.892424384065015, -9.735238803857403, -9.73386091403902, -9.860144718310087, -9.251786379035615, -49.65614135218856, -49.94878731231393, -49.598003693755615, -49.861024566303115, -49.71276628076558, -48.48421563896236, -99.78046579738354, -55.12522162218964, -82.84349041136373, -98.46437533299876, -99.69750892563796, -99.99991837255189]"
"[2.0412222002647775, 1.565260215225096, 2.2253732140286746, 1.153872895236576, 2.1684247167022583]","[9.154153241457383, 164.96465876919117, 15.655706715123522]","[-40.84584675854262, -5.614628950051163, -5.286875384521038, -4.855599990508661, -4.367860063968987, -5.510983054677772, -2.3474597052921844, -9.409459803696521, -8.772956640498812, -7.332134459575203, -7.1682823330243615, -8.81291865133057, -2.713752912048113, -47.08516423564255, -48.252158944459055, -38.77727567133889, -45.67824880638237, -44.438268319274115, -15.60367400815155, -97.64530853597459, -50.994901054553, -82.43120597125599, -98.23644072518634, -99.7015557791733, -99.99916217085708]"
"[10.079937581616718, 10.002363341276757, 9.823597748737166, 9.671080639054088, 6.649476498762534]","[46.22645580944726, 143.34831542457772, 0.11242864424263485]","[-3.773544190552741, -6.11702175689057, -6.110847681404119, -6.017149610079588, -5.940673997936178, -6.129568679180944, -5.693221443390332, -9.939437278587743, -9.960644363711321, -9.913909313795935, -9.901540026300449, -9.962011181633482, -9.771708284184246, -49.9144637353262, -49.98897658863118, -49.93026091064148, -49.971429121029615, -49.95032033177645, -49.71350580927126, -99.92285778224488, -55.10373698340622, -82.86809860869229, -98.4743252654528, -99.69893204014909, -99.99997607401866]"
"[6.368287176339837, 5.08453142003358, 6.126610250617118, 5.93956943597121, 4.032843794509176]","[27.551842077470923, 146.82124971885392, 0.5328679023486803]","[-22.448157922529077, -6.009528520896137, -5.985611115360854, -5.804273331694546, -5.660685865684075, -6.028948973410646, -5.273787937963407, -9.83960342530462, -9.881289708098535, -9.747258130284138, -9.706845040186002, -9.888911858668509, -9.359376852065164, -49.63366068855056, -49.94030178063615, -49.666918076122684, -49.85648905437754, -49.762891810868716, -48.68481488149192, -99.8125476547922, -54.74594226600904, -82.8447121899395, -98.45827989943928, -99.71335613231994, -99.99992885493182]"
"[7.300600432807528, 7.730731730764028, 6.536888940081657, 6.08421001494348, 5.723714913702422]","[33.37614603229911, 139.67733615220934, 0.29160361550930036]","[-16.62385396770089, -6.088596809405005, -6.055305367744534, -5.940228542942582, -5.846191642756891, -6.0568420123606455, -5.4228793459987665, -9.90938728192655, -9.928933293236057, -9.831409710509629, -9.823417634705574, -9.920378888292115, -9.541652170236924, -49.837628600481075, -49.97271840201321, -49.80453655119355, -49.9270589168863, -49.875765490606206, -49.29378649748279, -99.84399664509894, -55.164520505448785, -82.8564569072343, -98.47015753797278, -99.6932710393135, -99.99995011319152]"
"[4.582598300248369, 2.2146017021066733, 1.6796296149643202, 1.9093075960893826, 1.0]","[11.386137213408745, 118.07057750024644, 13.240923483154576]","[-38.613862786591255, -5.1385537675174735, -5.808191390273967, -5.373861240765324, -5.245410266130282, -5.3975669963127295, -3.6038614990709723, -7.69362845208402, -9.484057191931822, -8.4984248760817, -8.138673942795736, -8.596111202988734, -4.303038106882662, -31.321421686976578, -49.1431907719298, -42.95706276722433, -34.6264575023707, -38.06793721353009, -0.9424241041108843, -98.00575379817268, -55.36526028583094, -82.75548642457598, -98.42259684489743, -99.70116972952202, -99.99944093015756]"
"[3.026270489770827, 3.2400567104990095, 1.8147778370592367, 1.4850248480786246, 2.368117280926792]","[11.93424716633449, 135.38107849217369, 7.512527265435683]","[-38.06575283366551, -5.794196343038857, -5.722655530032254, -5.293999664198645, -5.345815379035366, -5.485854901353891, -3.3363351598734834, -9.497408086512282, -9.419384094792813, -8.523511921420676, -8.956808207136696, -8.962132900907157, -5.30217265813833, -47.73839700966134, -48.31428557771956, -44.40967876922031, -47.79030392037089, -45.62307733304492, -30.388705097182168, -98.82976572547047, -54.421031323876136, -82.70141051805365, -98.42082887104198, -99.68395528679176, -99.9994752447155]"
"[4.026488204387196, 2.463343972523783, 3.8447470135412276, 3.544121620395833, 2.496253796042873]","[16.374954606890913, 155.77412111098818, 2.6303178125308238]","[-33.62504539310909, -5.84068690847201, -5.740195691741692, -5.390698162168893, -5.103901201637607, -5.835433354670701, -4.512368871655431, -9.594657677789584, -9.61706232679423, -9.224681144707185, -9.077711773560868, -9.661476758448984, -8.144636684929637, -48.53908190929859, -49.623786547079845, -48.32781443482844, -49.231796944764746, -48.84522653169253, -43.862912892210865, -99.55947232916142, -53.69777160503321, -82.76772957677774, -98.39420229547555, -99.71414926169633, -99.99977652755292]"
"[13.32834182104704, 9.335602759740308, 7.532157301088157, 7.228049150201413, 3.17683432916937]","[40.60098536124629, 115.3730399946105, 0.2993242348363593]","[-9.399014638753712, -5.911882084867891, -6.146287623854311, -6.058064355845179, -5.957845636596513, -6.076010332564272, -5.554885081530784, -9.779257267227223, -9.96625514063694, -9.904624082741709, -9.825683992370148, -9.903519361591066, -9.573692177315355, -49.46508682247879, -49.983213406662436, -49.872118756402806, -49.571868610712166, -49.7291153040014, -48.808715295952034, -99.80429610435405, -55.69685912022256, -82.87105465423915, -98.47750741864513, -99.70515640138373, -99.99996311155151]"
"[6.790571029607181, 6.576394938905486, 5.527668165585695, 4.758246809750088, 4.914148952215285]","[28.567029896063733, 133.8977058970324, 0.4611964776844336]","[-21.432970103936267, -6.059997890321494, -6.0356913949036475, -5.911853946286548, -5.817923133431968, -6.013174434344152, -5.278143239607432, -9.882480712384206, -9.910826341377437, -9.776608853228781, -9.782883768916632, -9.876134157021944, -9.35422257446359, -49.75891804523954, -49.96181421414996, -49.682298809062814, -49.8958545871278, -49.77081242257912, -48.818501048817154, -99.82152896961428, -55.1279424722958, -82.851017981979, -98.46752784442107, -99.69816240238688, -99.99992870600816]"
"[7.294989836795166, 4.947398902092505, 2.879980525026556, 3.019084269870877, 1.3170389103483418]","[19.458492444133444, 113.82850877016458, 3.8108560887196545]","[-30.541507555866556, -5.385492507587717, -5.983791454423986, -5.788334734231958, -5.5825274795733, -5.76247110556968, -4.551695127432959, -8.71866602193119, -9.805756739261923, -9.515673475232282, -8.965668572932387, -9.44039969697827, -7.558224023928852, -42.52883786081111, -49.77569287326575, -48.410223996803396, -43.7248878234531, -46.213051837047416, -33.710529395759366, -98.87061497769763, -55.95485326710612, -82.84440858259681, -98.46737148549936, -99.69430845493822, -99.9997939906292]"
"[3.7961124334361003, 2.3812587254443107, 3.306793781530992, 3.265811572645105, 2.23811365089996]","[14.98809016395647, 147.6115932045314, 3.35808339005062]","[-35.01190983604353, -5.789268998241972, -5.7349069682868645, -5.363552597348179, -5.10661508306114, -5.77720780162605, -4.371706061993059, -9.496619835508998, -9.585447676298115, -9.106849810558833, -8.981593933164424, -9.574873262711336, -7.795578564295289, -47.98321956389427, -49.595333905468294, -47.85652960653533, -49.06784889216689, -48.39588284697553, -41.87500943750992, -99.53123919573251, -53.82086900472819, -82.7520038661768, -98.39397569024835, -99.71425107133513, -99.9997384290657]"
"[4.307992929667586, 2.8504488951750386, 4.621774777754097, 2.4517630380921847, 3.4240087701701825]","[17.655988410859088, 158.22167606758524, 2.045617345146162]","[-32.34401158914091, -5.968199785961362, -5.776116955974645, -5.584668486225732, -5.3063133725536185, -5.893438888371152, -4.546608090105645, -9.782336002662266, -9.687431805147938, -9.356661550515042, -9.279044419287656, -9.687418811005383, -8.216255848987082, -49.388559675064855, -49.777354081414046, -48.55530660730743, -49.45491381278079, -49.12557871078993, -45.06124394051459, -99.50701199532857, -53.161381850624636, -82.78773217500388, -98.41555347298862, -99.7160590680158, -99.99979328966238]"
"[2.709264682637539, 2.3172876914898857, 2.062577819422087, 1.8641020921081066, 1.0]","[9.953232285657618, 125.43534736086052, 14.121620274461712]","[-40.04676771434238, -5.145491076838467, -5.644209372413462, -5.317719278784783, -4.978561148470259, -5.526933367783988, -3.6208267362408186, -7.670577590920811, -9.384405280309432, -8.440547011865615, -8.218070718769036, -8.815664373258468, -4.326197642627947, -30.91359977915505, -49.29472953711877, -42.76972388328616, -36.085752546908026, -39.472672312564555, -1.0268698259314064, -97.95159904791099, -53.89342408202424, -82.63871007668705, -98.38040963780665, -99.70297648034907, -99.99946208590163]"
"[10.886900558931428, 6.24499723575266, 5.532691504461526, 5.064604730411674, 1.5397172038751585]","[29.268911233432444, 114.0984218387083, 1.5483074651373414]","[-20.731088766567556, -5.43986717399966, -6.1013181301957875, -5.977107461408577, -5.653659166075314, -5.977812160123883, -4.964596406839643, -9.110827154265815, -9.918758754604232, -9.813804456402547, -9.306359177274597, -9.655166663381245, -8.47261251720619, -45.98646209941721, -49.734252835519285, -49.53042850507637, -46.80885230560395, -48.29623350176776, -42.490472780182486, -99.19648628987304, -55.71361698382343, -82.8640012767563, -98.48140337890719, -99.70936322478158, -99.99990051416007]"
"[7.389841223914194, 8.354579877762584, 6.069549114567343, 5.225615644209594, 5.414915246938604]","[32.45450110739232, 133.04912887943536, 0.3225020586791938]","[-17.545498892607682, -6.080243995667519, -6.0643159390752785, -5.9678094450329455, -5.872219022969259, -6.038094497147303, -5.400506608060729, -9.902235437600433, -9.931750597485895, -9.829188233995556, -9.836219419470432, -9.903545018411192, -9.487938688900664, -49.81693859323958, -49.97517983208972, -49.77910523571239, -49.91449648583792, -49.837937459344396, -49.149732161164195, -99.84728791040318, -55.21561280473066, -82.85731303264761, -98.47091923047414, -99.68543072090748, -99.99994385565847]"
"[3.3026648650018515, 1.812561087994556, 2.5606895395512987, 2.0185982712326958, 1.8913309392614261]","[11.585844703041829, 140.4747872817827, 7.097688135366411]","[-38.41415529695817, -5.701015113172904, -5.626326289541863, -5.257116247892929, -5.005092055422956, -5.60538199222198, -3.8291414308104312, -9.302386252057214, -9.383385767196518, -8.571414561110132, -8.50703262190651, -9.176290398099043, -6.0961573294586895, -46.67116118659888, -49.31450054854964, -45.13404828707916, -48.21890550375158, -46.11636901683731, -31.846713957528667, -99.40116304639976, -53.30716086067689, -82.68676456024804, -98.36442971228578, -99.71140523696945, -99.99954206487645]"
"[3.471247606370416, 2.0965695550306154, 2.030270412450514, 1.936084739642922, 1.7964162926208425]","[11.33058860611531, 127.74324958185383, 7.7923875460128365]","[-38.66941139388469, -5.673070131397593, -5.7233046732895145, -5.330193321581061, -5.242880625938246, -5.513639803779896, -3.7185355662137685, -9.203732696841746, -9.478025978241764, -8.524327638115484, -8.714203356683193, -8.996739527465273, -5.701299493305381, -45.89047107215551, -49.447896153366386, -44.549192022409954, -47.7413676146719, -45.05111608236505, -28.91123939008386, -99.35848201864161, -54.30350846118839, -82.70747764656998, -98.39700389856434, -99.70921237280987, -99.999509441463]"
"[5.267171306305214, 3.7922969678587553, 5.085636290996696, 5.251339919567795, 3.1609964722239616]","[22.55744095695242, 151.63582276106027, 1.0091277920129809]","[-27.44255904304758, -5.932646857663087, -5.902671555279375, -5.642960706953809, -5.440305498024311, -5.968445474070668, -5.012092441406519, -9.747536533545286, -9.807615097575656, -9.603104979857912, -9.527263658491268, -9.832826427238547, -9.039548193286167, -49.28837964184397, -49.849745514947195, -49.38234413981534, -49.71737534347907, -49.55220080694112, -47.545320907103324, -99.73037475297612, -54.45082552777148, -82.82353230499663, -98.44002849418372, -99.7164378428564, -99.99988967077732]"
"[8.954653838298515, 7.067027456196602, 7.488466204755576, 7.570100347677614, 5.080626153027642]","[36.160873999955946, 137.36298026170323, 0.23212212546454425]","[-13.839126000044054, -6.065759775285399, -6.079781564641556, -5.95234178429559, -5.871575237061028, -6.078198601853316, -5.531856887720602, -9.901114658451105, -9.94066796948803, -9.861305968236938, -9.850266854478564, -9.927355767963618, -9.624536812371776, -49.82397697821483, -49.97878821151414, -49.85420543591758, -49.93892133711138, -49.87773881906705, -49.38371442959239, -99.9125438135777, -55.224157345645686, -82.86289443212738, -98.471221584893, -99.71114683035113, -99.99995890616098]"
"[4.901499181635819, 4.1353617233484945, 4.456557432524583, 3.569425045917491, 5.146417212786369]","[22.209260596212758, 153.61775942558057, 1.072406188648916]","[-27.790739403787242, -6.005672462735072, -5.912370628267759, -5.665937657444698, -5.574453631482992, -5.939950685357702, -4.700057101370117, -9.872179557671352, -9.809369216023898, -9.544884500568596, -9.536736762727585, -9.799349641380243, -8.840047201217285, -49.71375330557673, -49.882551580927405, -49.24853510787994, -49.693378991423025, -49.62035212328344, -47.78786911485496, -99.6247823446159, -54.558123869931165, -82.81741042215926, -98.44867280704685, -99.71063015975263, -99.9998668670373]"
"[3.702726923632422, 3.7387872725910096, 2.672479443539482, 1.926985179785846, 2.353122198868881]","[14.39410101841764, 128.86617749010156, 3.9823943764788448]","[-35.60589898158236, -5.823287696972865, -5.82984579913958, -5.611816968412681, -5.469579525591826, -5.70983649638975, -4.199261118805956, -9.521684789475232, -9.654139166622109, -9.140799108589945, -9.28224666921387, -9.404534720992134, -7.099678536005656, -48.01729459751539, -49.3249712531091, -47.21707114233415, -48.15611416742204, -47.626530799929945, -38.64411838189763, -99.3406969515216, -54.2849451304773, -82.76596106580817, -98.4357622367527, -99.69339247834861, -99.99967470610986]"
"[4.491150727821109, 3.3724451304448055, 4.45216682739725, 3.496217920621797, 3.277928690588837]","[19.0899092968738, 149.40306557413655, 1.5693068015173832]","[-30.9100907031262, -5.948949149689118, -5.843950078613773, -5.617201518806335, -5.41366079168519, -5.91933310109491, -4.788525933104807, -9.745524655656512, -9.747426546148086, -9.465229755930977, -9.39176303112073, -9.760410546117392, -8.62006104012117, -49.243123790674936, -49.827592745972765, -48.95627914329565, -49.5660526840017, -49.345312847072584, -46.305425091180894, -99.60341994216567, -54.0951815238833, -82.800587965559, -98.43082328407006, -99.71535106592816, -99.99984327972466]"
"[16.708714277264985, 11.847452893987622, 7.636984044571567, 7.9554311643527615, 4.703732559181443]","[48.85231493935838, 114.54210058363496, 0.14646434306910072]","[-1.1476850606416207, -6.04302163581498, -6.171819405502478, -6.086830352816075, -6.054924981785855, -6.091009739776185, -5.687181396308434, -9.893445321997449, -9.972416793965222, -9.926236073865882, -9.912033076881654, -9.932821486966215, -9.714246621293315, -49.811163255095636, -49.98887351605343, -49.921081854193886, -49.8395700259913, -49.876516859484376, -49.4770010761946, -99.90910374385935, -56.04186983459799, -82.8640663277799, -98.47798365622198, -99.69740993769136, -99.99997204277612]"
"[7.9761879493842756, 7.380896448806813, 7.918758920179675, 7.303957463428781, 6.348059176258244]","[36.92785995805779, 148.67764094767662, 0.2196226163759067]","[-13.072140041942212, -6.107541960607676, -6.057956414467994, -5.9324591839137915, -5.836198064574733, -6.091496547153507, -5.494985069826313, -9.927026587588319, -9.932999865286432, -9.854680848856768, -9.835106180189344, -9.941588286680116, -9.634488481838112, -49.88346712490887, -49.975959336885325, -49.856664556828335, -49.93843500318813, -49.91880445362744, -49.5027233353611, -99.86586945288589, -54.90403913327969, -82.85990190112531, -98.46973797473458, -99.70508999896562, -99.99995973110678]"
"[6.021682706422916, 2.7176277337256085, 2.019073047197788, 1.892474310268023, 1.2494016310647191]","[13.900259428679055, 117.67887667232264, 8.186539142206227]","[-36.09974057132094, -5.380797669833064, -5.816852175263365, -5.548113549940214, -5.4295955227255845, -5.535954539234179, -3.947679808233164, -8.486761117135227, -9.536041890463038, -8.9112226541909, -8.671809088942654, -8.941458989208913, -5.588779173840449, -39.84685926564802, -49.064131572382976, -45.32323897835313, -40.41032333611328, -42.62686860915363, -19.527689539307396, -98.73248007374183, -55.33908840981219, -82.80471170343864, -98.44486794884075, -99.70071646932183, -99.99955588514706]"
"[2.2393451510992963, 1.8221096611207803, 2.6000147964475167, 2.0200125109209583, 1.3006903594291466]","[9.982172479017699, 157.2083764928079, 11.742681435785475]","[-40.0178275209823, -5.430705655137045, -5.382803864858629, -4.961296553648448, -4.41185632804556, -5.637273688194082, -3.645987990414608, -8.524139799624546, -9.036711233651225, -8.151974511651868, -7.679479168385124, -9.198816267326228, -5.0701476460741635, -39.961062067926946, -48.5059060048751, -43.06047219955934, -46.528385612605064, -44.527060426759164, -18.328778221572033, -98.56048710672098, -51.97178439405397, -82.52437474074512, -98.26208258457811, -99.70423638094123, -99.99948296919061]"
"[8.48813354191866, 6.969190114297088, 6.256158410308142, 5.061208578875841, 5.024316972157367]","[31.799007617557102, 128.34361960716996, 0.3416437116285599]","[-18.200992382442898, -6.065851625775518, -6.075660336760244, -5.967923473613505, -5.899472542699271, -6.037840750396072, -5.401241620591358, -9.895824362605218, -9.932740914925056, -9.827089455700083, -9.840483024453976, -9.889093246004325, -9.465188051943759, -49.802962789245846, -49.9743615269255, -49.76681392000474, -49.875219845683745, -49.8002052615636, -49.05180633045797, -99.89050451266421, -55.121142696042774, -82.86058085241291, -98.47075911438516, -99.70529503391327, -99.99994086196487]"
